Entity IDs,Organisation,Type,Title,Date,Sector(s),Subsector(s),Summary,Authors,Source name,Relevance,URL,Tags,Robotnik's notes
"['RKLB', 'ASTS', 'PL']",Institute of Economic Affairs,industry_report,Exploring the Space Economy,2025,['Space'],"['Space Economy', 'Free Market Analysis', 'Regulation']","IEA analysis examining the space economy through a free-market lens, evaluating how deregulation, private enterprise, and market competition are driving innovation in commercial space. Discusses the economic case for reducing government barriers and enabling private sector leadership in space development.",['Rainer Zitelmann'],Institute of Economic Affairs,medium,https://iea.org.uk/wp-content/uploads/2025/05/IEA_Space-Economy_Zitelmann_Digital_V3-.pdf,"['space economy', 'free market', 'deregulation', 'private enterprise', 'commercial space']","The IEA's free-market perspective on space economy regulation affects the operating environment for NewSpace companies in the Robotnik Universe. Reduced regulatory barriers accelerate commercial launch cadence (RKLB) and satellite deployment (ASTS, PL). The policy-to-deployment pipeline is a key variable in Robotnik's space sector growth modeling."
"['RKLB', 'ASTS', 'PL', 'LMT', 'NOC']",Eurostat / European Space Agency,industry_report,Developing a Space Economy Thematic Account,2023,['Space'],"['Statistical Methodology', 'Space Economy Measurement', 'National Accounts']",Joint Eurostat-ESA working paper on developing a standardized satellite account framework for measuring the space economy's contribution to GDP. Proposes methodological approaches for tracking space-related economic activity within national accounts systems across EU member states.,[],Eurostat / European Space Agency,low,https://space-economy.esa.int/documents/sc4pdEOwuuThzskXpfdcBb324g1hGVw2UZG6or6F.pdf,"['statistical methodology', 'satellite accounts', 'GDP measurement', 'space economy framework', 'Eurostat']","While methodological rather than market-facing, this Eurostat-ESA framework shapes how European governments officially measure and report space economic activity. Standardized measurement leads to better policy targeting, which in turn affects procurement budgets flowing to companies in the Robotnik Space sector. The methodology underpins future ESA economic reports."
"['RKLB', 'ASTS', 'PL', 'LMT', 'NOC', 'HEI']",Accenture,industry_report,Space for Growth,2025,['Space'],"['Commercial Strategy', 'Digital Transformation', 'Aerospace & Defense']","Accenture's strategic report on growth opportunities in the commercial space sector, covering how digital transformation, cloud computing, and AI are creating new business models in satellite services, data analytics, and space-as-a-service platforms.",[],Accenture,medium,https://www.accenture.com/content/dam/accenture/final/industry/aerospace-and-defense/document/Accenture-Space-for-Growth-PDF.pdf,"['commercial strategy', 'digital transformation', 'space-as-a-service', 'business models', 'data analytics']","Accenture's strategy consulting perspective highlights how cloud, AI, and digital transformation are reshaping space business models. Companies like PL (Earth observation data) and ASTS (space-based connectivity) are direct beneficiaries of the space-as-a-service model Accenture describes. The digital layer atop physical space infrastructure increases semiconductor content per satellite mission."
"['RKLB', 'ASTS', 'PL']",House of Lords,industry_report,The Space Economy: Act Now or Lose Out,2024,['Space'],"['UK Space Policy', 'Parliamentary Inquiry', 'Industrial Strategy']","House of Lords Select Committee report on the UK space economy urging government action to maintain competitiveness. Covers testimony from industry leaders on regulatory reform, investment incentives, and the strategic importance of sovereign space capabilities for national security and economic growth.",[],UK Parliament - House of Lords,medium,https://publications.parliament.uk/pa/ld5901/ldselect/ldukspace/190/190.pdf,"['UK space policy', 'parliamentary inquiry', 'competitiveness', 'sovereign capability', 'regulatory reform']","This Lords inquiry signals UK political will to invest in space capabilities, affecting the regulatory and funding environment for RKLB's UK operations and downstream satellite operators. Parliamentary recommendations on procurement reform and investment incentives can accelerate commercial space deployment, benefiting NewSpace companies across the Robotnik Universe."
"['RKLB', 'ASTS', 'PL']",London School of Economics,industry_report,The Changing Economy of Space,2025,['Space'],"['Space Economics', 'Academic Analysis', 'Policy Research']","LSE IDEAS expert analysis examining how the economics of space are evolving with declining launch costs, satellite miniaturization, and the emergence of new commercial applications. Provides an academic perspective on the structural shifts transforming the space industry from government-dominated to commercially-driven.","['Fey', 'Peeters']",London School of Economics - IDEAS,medium,https://www.lse.ac.uk/ideas/Assets/Documents/Expert-Analysis/2024-ExpertAnalysis-SpacePolicy-FeyPeeters-WEB.pdf,"['space economics', 'declining launch costs', 'miniaturization', 'commercialization', 'academic analysis']","LSE's academic analysis of space economics provides rigorous framing for the cost curves driving commercial space growth. Declining launch costs (RKLB) and satellite miniaturization (PL) are the structural enablers the Robotnik thesis depends on. The economics of smaller, cheaper satellites increase launch frequency and create recurring semiconductor demand for constellation replenishment."
"['RKLB', 'ASTS', 'PL', 'LMT', 'NOC']",NASA,industry_report,The Space Economy: A New Frontier,2023,['Space'],"['Space Economy', 'NASA Strategy', 'Commercial Partnerships']","NASA technical report analyzing the expanding space economy and the agency's role in enabling commercial space development. Covers public-private partnership models, technology transfer from NASA programs to commercial entities, and the economic multiplier effects of government space investment.",[],NASA,high,https://ntrs.nasa.gov/api/citations/20230011078/downloads/NASA%2020230011078.pdf,"['NASA strategy', 'commercial partnerships', 'technology transfer', 'space economy', 'public-private']","NASA's own assessment of the space economy carries unique weight as the largest space customer and technology developer. Their technology transfer and commercial partnership models directly benefit RKLB (launch services), LMT/NOC (prime contracts), and downstream companies. NASA procurement decisions cascade through the entire Robotnik Space sector supply chain."
"['RKLB', 'ASTS', 'PL']",Seraphim VC,industry_report,Seraphim In-Space Economy Ecosystem Map,2023,['Space'],"['In-Space Economy', 'Venture Capital', 'Ecosystem Mapping']","Seraphim VC's visual ecosystem map of the in-space economy covering satellite manufacturing, launch, in-orbit services, space debris removal, and space-based applications. Maps hundreds of companies across the value chain from a space-specialist venture capital perspective.",[],Seraphim VC,medium,https://seraphim.vc/wp-content/uploads/2023/02/InSpaceEconomyEcosystemMap_v2.pdf,"['ecosystem map', 'venture capital', 'in-space economy', 'startup landscape', 'value chain']","Seraphim is the leading dedicated space tech VC, making their ecosystem map a primary reference for the private company layer complementing Robotnik's public market coverage. Their mapping reveals the startup-to-public pipeline in launch (RKLB path), connectivity (ASTS path), and Earth observation (PL path). The ecosystem density indicates growing commercial demand for space-grade semiconductors and materials."
"['RKLB', 'ASTS', 'PL', 'LMT', 'NOC']",World Economic Forum,industry_report,National Space Strategy Toolkit,2025,['Space'],"['Space Policy', 'National Strategy', 'Governance Framework']","WEF toolkit providing a framework for nations to develop comprehensive space strategies, covering governance structures, regulatory approaches, investment priorities, and international cooperation models. Designed to help emerging space nations build effective institutional frameworks for space sector development.",[],World Economic Forum,low,https://reports.weforum.org/docs/WEF_National_Space_Strategy_Toolkit_2025.pdf,"['national strategy', 'policy toolkit', 'governance', 'international cooperation', 'emerging space nations']","WEF's strategy toolkit targets emerging space nations, which represent the next wave of space market expansion. As more countries develop space programs, demand for commercial launch (RKLB), satellite infrastructure (ASTS), and Earth observation (PL) services grows. The institutional framework adoption pace serves as a leading indicator for Robotnik's long-term space sector TAM expansion."
"['RKLB', 'ASTS', 'PL', 'LMT', 'NOC']",PwC,industry_report,The Case for Space,2022,['Space'],"['Space Investment', 'Business Case', 'ROI Analysis']","PwC Middle East analysis making the investment case for the space economy, covering the business rationale for government and private sector space investment including economic returns, technology spillovers, and strategic benefits of space capabilities for national development.",[],PwC,medium,https://www.pwc.com/m1/en/publications/documents/the-case-for-space.pdf,"['investment case', 'space ROI', 'economic returns', 'technology spillovers', 'Middle East space']","PwC's investment case for space targeting the Middle East market highlights the geographic expansion of space economy demand. Gulf states' space ambitions create new customer bases for launch services (RKLB), satellite operators (ASTS), and Earth observation providers (PL). Regional diversification reduces the Robotnik Space sector's concentration risk in traditional U.S./European markets."
"['RKLB', 'ASTS', 'PL']",Institute of Economic Affairs,industry_report,Exploring the Space Economy (Econstor),2025,['Space'],"['Space Economy', 'Free Market Analysis', 'Academic Repository']","Econstor-hosted version of the IEA's space economy analysis examining commercial space development through a free-market perspective. Provides the same analysis as the IEA direct publication but through the German-hosted open-access economics repository, ensuring broader academic accessibility.",['Rainer Zitelmann'],Institute of Economic Affairs / Econstor,medium,https://www.econstor.eu/bitstream/10419/319875/1/1927360013.pdf,"['space economy', 'free market', 'open access', 'academic repository', 'commercial space']","This is the Econstor mirror of the IEA space economy report (see report #30), providing open-access availability through the German economics repository. The duplicate availability through academic channels increases the report's citation impact and policy influence. For Robotnik tracking purposes, this ensures the analysis reaches European policy audiences shaping space procurement decisions."
"LIN,ALB,SQM,MP,WOLF,ENTG,600111 C1,LYC AU,ILU AU",IEA,industry_report,Global Critical Minerals Outlook 2025,2025-06-17,Materials,Critical Minerals Policy,Lithium demand rose ~30% in 2024. Export restrictions proliferating. USD 500B mining investment needed through 2040.,N/A,IEA,high,https://www.iea.org/reports/global-critical-minerals-outlook-2025,"critical minerals,lithium,rare earths,supply chain",Core dependency-chain report. Export control escalation between China and the West is the single biggest supply risk for the frontier stack.
"MP,LYC AU,ILU AU,600111 C1",USGS,industry_report,Mineral Commodity Summaries 2025,2025-01-30,Materials,Critical Minerals Policy,"90+ commodities, 2024 production data. Critical Minerals List expanded to 60 including copper and silicon. U.S. imported 80% of rare earths.",N/A,USGS,high,https://pubs.usgs.gov/publication/mcs2025,"critical minerals,USGS,rare earths,production data",Definitive U.S. baseline. Silicon and copper now classified as critical minerals for semiconductor supply chains.
"LIN,ALB,SQM,MP,WOLF,ENTG",U.S. DOE,industry_report,Building Secure Supply Chains: Critical Minerals & Materials Program,2025-01-15,Materials,Critical Minerals Policy,Geographic concentration of upstream/midstream as key vulnerability. China price manipulation undermining domestic projects.,N/A,U.S. Department of Energy,high,https://www.energy.gov/sites/default/files/2025-01/critical-minerals-materials-program-january2025.pdf,"critical minerals,DOE,supply chain,policy",Policy-driven reshoring. Critical for CHIPS Act fab buildout and defense robotics materials feedstock.
"MP,LYC AU,600111 C1",Arthur D. Little,industry_report,The Rare Earth Imperative,2025-09-01,Materials,Rare Earths,Investor-focused REE analysis mapping investment opportunities across the value chain. China's dominant processing position highlighted.,N/A,Arthur D. Little,high,https://www.adlittle.com/en/insights/report/rare-earth-imperative,"rare earths,investment,China,processing","REEs are foundational to permanent magnets in robotics motors, satellite reaction wheels, and semiconductor manufacturing equipment."
"MP,LYC AU,ILU AU,600111 C1,ALB,SQM",European Court of Auditors,industry_report,Critical Raw Materials for the Energy Transition (SR 04/2026),2026-02-02,Materials,Critical Minerals Policy,"EU unlikely to meet 2030 CRM Act targets. China at 60% global CRM production, 90% refining.",N/A,European Court of Auditors,high,https://www.eca.europa.eu/en/publications/SR-2026-04,"EU,critical raw materials,policy,energy transition","European semiconductor fabs, robotics manufacturers, and space programs face input bottlenecks if EU cannot secure CRM supply."
"MP,LYC AU,ILU AU,600111 C1,ALB,SQM,LIN,ENTG",European Commission,industry_report,RESourceEU Action Plan,2025-12-03,Materials,Critical Minerals Policy,EUR 3B in EU funds. Could reduce rare earth dependency from 95% to 42%. Full germanium independence by 2030.,N/A,European Commission,high,https://commission.europa.eu/news-and-media/news/new-measures-secure-raw-materials-2025-12-03_en,"EU,critical raw materials,germanium,gallium,policy",Gallium and germanium are essential semiconductor materials. EUR 3B creates investment signals for Materials constituents.
"ALB,SQM",USGS,industry_report,Lithium Chapter — Mineral Commodity Summaries 2025,2025-01-30,Materials,Lithium,"Production up 18% to 240,000 tons. Australian producers mothballing. Africa 5x jump. China proposed lithium export controls.",N/A,USGS,high,https://pubs.usgs.gov/periodicals/mcs2025/mcs2025-lithium.pdf,"lithium,production,supply chain,China","Battery supply chain for robotics, AVs, drones, satellite power. Dual risks from price volatility and Chinese export restrictions."
"WOLF,ENTG,LIN",SEMI,industry_report,Silicon Wafer Market Forecast — Rebound in 2025,2025-01-28,Materials,Silicon Wafers,"Shipments +5.4% in 2025 to 12,824 MSI. Record 15,485 MSI by 2028. AI driving advanced wafer demand.",N/A,SEMI,high,https://www.semi.org/en/semi-press-release/semi-reports-global-silicon-wafer-shipments-to-rebound,"silicon wafers,SEMI,semiconductor materials",Silicon wafers are the substrate of the semiconductor industry. AI-driven demand connects materials supply to compute capacity for robotics.
"ENTG,LIN",Mordor Intelligence,industry_report,Photoresist Market 2025-2031,2025-06-01,Materials,Photoresist,"USD 2.91B in 2025, USD 5.53B by 2031 at 11.31% CAGR. EUV lithography driving growth. Japan dominates supply.",N/A,Mordor Intelligence,medium,https://www.mordorintelligence.com/industry-reports/photoresist-market,"photoresist,EUV,semiconductor materials,Japan","Critical chokepoint. EUV photoresist concentrated among few Japanese suppliers, creating supply fragility parallel to rare earths."
,Business Research Company,industry_report,Carbon Fiber Composites in Aerospace 2026,2026-01-20,Materials,Carbon Fibre,$2.91B to $3.16B in 2026 at 8.6% CAGR. $4.37B by 2030. Lightweight composites for next-gen aircraft and satellites.,N/A,Business Research Company,medium,https://www.globenewswire.com/news-release/2026/01/20/3222095/0/en/,"carbon fibre,aerospace,composites,space","Essential for satellite buses, launch vehicle fairings, and lightweight robotics. PAN precursor supply concentrated."
"MP,LYC AU,600111 C1",USGS,industry_report,Rare Earths Chapter — Mineral Commodity Summaries 2025,2025-01-30,Materials,Rare Earths,China dominant in mining and processing. U.S. imported 80% REEs. HREE bottlenecks acute. No commercial ex-China HREE processing.,N/A,USGS,high,https://pubs.usgs.gov/periodicals/mcs2025/mcs2025-rare-earths.pdf,"rare earths,HREE,China,USGS","Heavy rare earths irreplaceable in permanent magnets for robotics motors, satellite reaction wheels, and defense applications."
"ALB,SQM,MP,LYC AU,600111 C1",Aspen Institute,industry_report,A Critical Minerals Policy for the United States,2025-05-01,Materials,Critical Minerals Policy,"Bipartisan 37-expert task force. Recommends bilateral coordination, demand projections, price transparency.",N/A,Aspen Institute,medium,https://www.aspeninstitute.org/publications/a-critical-minerals-strategy-united-states-energy/,"critical minerals,policy,US,investment","Policy blueprint for procurement, stockpiling, and investment incentives for Robotnik Materials constituents."
"NVDA,TSM,AVGO,ASML,AMD,INTC,MU",KPMG/GSA,industry_report,2026 Global Semiconductor Industry Outlook,2026-02-01,Semiconductors,Semiconductor Industry Outlook,93% of 151 executives expect revenue growth. Confidence Index at 63 (third-highest in 20 years). Tariffs now top concern. AI at 73% as revenue driver.,N/A,KPMG,high,https://kpmg.com/us/en/articles/2026/global-semiconductor-industry-outlook-2026.html,"semiconductor,outlook,executive survey,tariffs",Executive sentiment data. Tariffs as top concern is leading indicator for supply chain restructuring affecting downstream robotics and space.
"NVDA,TSM,AVGO,ASML,AMD,INTC,MU",TechInsights,industry_report,2026 Semiconductor Market Outlook (McClean Report),2026-01-15,Semiconductors,Semiconductor Market Forecast,"Global semiconductor market projected at $1,046.8B in 2026 (+26%). Covers AI, advanced packaging, automotive.",N/A,TechInsights,high,https://www.techinsights.com/2026-market-outlook-reports,"semiconductor,market forecast,McClean Report",Most granular semiconductor market forecast. Trillion-dollar milestone signals scale of demand that materials suppliers must meet.
"ISRG,SIE GR,ABBN SW,6954 JP,ROK",F-Prime Capital,industry_report,2026 State of Robotics Report,2026-03-11,Robotics,Robotics Investment,"1,500+ companies analyzed. 2025 investment at all-time high. 12+ humanoid companies each raised $100M+. Consolidation predicted.",N/A,F-Prime Capital,high,https://fprimecapital.com/blog/robotics-2026/,"robotics,investment,humanoid,funding",Investment intelligence on robotics capital flows. Consolidation signals which companies will drive semiconductor/materials demand.
"RKLB,ASTS,PL,LMT,NOC,LHX,HEI",Novaspace,industry_report,Space Economy Report 2026 (12th Edition),2026-01-30,Space,Space Economy Overview,"$626.4B in 2025, projected $1.01T by 2034. Defense/sovereignty dominant drivers. Private investment recovered to $9B.",N/A,Novaspace,high,https://nova.space/hub/product/space-economy-report/,"space economy,market sizing,defense,investment",Most comprehensive space market sizing. Trillion-dollar trajectory creates demand for space-grade semiconductors and materials.
"NVDA,ISRG,SIE GR,ABBN SW",MarketsandMarkets,industry_report,Physical AI Market Report 2026-2035,2025-12-01,"Semiconductors,Robotics",Physical AI,"$5B in 2025, projected $15.24B by 2032. Hardware 57.4%. 58% of companies using physical AI today.",N/A,MarketsandMarkets,high,https://www.prnewswire.com/news-releases/physical-ai-market-302732794.html,"physical AI,market sizing,hardware","This is literally the market Robotnik tracks. Physical AI at the intersection of semiconductors, robotics, and materials."
"MP,LYC AU,600111 C1",Mordor Intelligence,industry_report,Rare Earth Elements Market 2025-2031,2025-07-01,Materials,Rare Earths,"196.97 kilotons in 2025, 273.30 kilotons by 2031. China April 2025 licensing regime. Ex-China HREE bottlenecks through 2027.",N/A,Mordor Intelligence,medium,https://www.mordorintelligence.com/industry-reports/rare-earth-elements-market,"rare earths,market forecast,China,HREE",2-3 year HREE processing bottleneck is the critical constraint for robotics actuator and satellite reaction wheel procurement.
"WOLF,ENTG,LIN",Fortune Business Insights,industry_report,Semiconductor Materials Market 2025-2034,2025-06-01,Materials,Semiconductor Materials,"$72-81B in 2025, $101-104B by 2030-2034. Advanced packaging materials at 11.8% CAGR. Asia-Pacific 55%.",N/A,Fortune Business Insights,medium,https://www.fortunebusinessinsights.com/semiconductor-material-market-110088,"semiconductor materials,market forecast,packaging","TAM for semiconductor materials companies. Advanced packaging CAGR signals growth relevant to Entegris, Linde, Wolfspeed."
INTC,Intel Corp,company_filing,Intel Corp 10-K Annual Report (FY2025),2026-01-23,Semiconductors,"Foundry, IDM",FY2025 revenue $54.2B. Intel Foundry Services revenue growing with 18A customer wins. Client Computing and Data Center segments declining as company pivots to foundry model. $15B+ external foundry backlog disclosed.,N/A,SEC EDGAR,high,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000050863&type=10-K,"10-K,Intel,foundry,18A",Intel's foundry pivot is critical for US semiconductor sovereignty. 18A customer wins validate the CHIPS Act investment thesis.
NOC,Northrop Grumman,company_filing,Northrop Grumman 10-K Annual Report (FY2025),2026-01-27,Space,"Defense, Space Systems",FY2025 revenue $41.95B. Space Systems segment $10.77B (24.3% of total). B-21 and Sentinel programs progressing. Space segment declined 16% after SDS realignment to Defense Systems.,N/A,SEC EDGAR,high,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001133421&type=10-K,"10-K,Northrop Grumman,space,defense",Space Systems at 24.3% confirms NOC's position as a space-facing defense prime. SDS realignment creates cleaner segment reporting.
LMT,Lockheed Martin,company_filing,Lockheed Martin 10-K Annual Report (FY2025),2026-01-29,Space,"Defense, Space","FY2025 revenue $75.05B. Space segment $13.03B (17.4%). Aeronautics 40%, RMS 23%, MFC 19%. F-35 and hypersonics driving growth. Space segment smallest of four.",N/A,SEC EDGAR,high,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000936468&type=10-K,"10-K,Lockheed Martin,space,defense",Space at 17.4% is below the 20% threshold. Largest absolute space revenue ($13B) but Aeronautics dominates. Flagged for founder review.
ISRG,Intuitive Surgical,company_filing,Intuitive Surgical 10-K Annual Report (FY2025),2026-02-03,Robotics,Surgical Robotics,"FY2025 revenue $8.9B, up 22% YoY. da Vinci 5 platform driving procedure growth. 20M cumulative procedures reached. Instruments and accessories 57% of revenue.",N/A,SEC EDGAR,high,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001035267&type=10-K,"10-K,Intuitive Surgical,surgical robotics,da Vinci",ISRG's razor-and-blade model generates recurring revenue from procedures. da Vinci 5 adoption curve signals robotics platform economics.
AMD,Advanced Micro Devices,company_filing,AMD 10-K Annual Report (FY2025),2026-02-04,Semiconductors,"AI Accelerators, CPUs","FY2025 revenue $32.2B. Data Center segment exceeded $14B, up 69% YoY. MI300X and EPYC driving growth. Client computing recovering. Gaming declining.",N/A,SEC EDGAR,high,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000002488&type=10-K,"10-K,AMD,data center,AI accelerator",AMD's data center surge validates multi-vendor AI accelerator demand. MI300X success broadens compute supply for robotics development.
TXN,Texas Instruments,company_filing,Texas Instruments 10-K Annual Report (FY2025),2026-02-06,Semiconductors,"Analog, Embedded",FY2025 revenue $16.3B. Analog 75% of revenue. Investing heavily in 300mm fab capacity in Texas. Industrial and automotive end markets recovering.,N/A,SEC EDGAR,high,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000097476&type=10-K,"10-K,Texas Instruments,analog,300mm fab",TXN's analog chips are ubiquitous in robotics and industrial automation. 300mm fab investment reduces cost per chip for high-volume robotics sensors.
ALB,Albemarle Corp,company_filing,Albemarle 10-K Annual Report (FY2025),2026-02-11,Materials,Lithium,FY2025 revenue $5.4B. Lithium prices volatile but recovering. Energy Storage segment dominant. Expanding processing capacity in Australia and Chile.,N/A,SEC EDGAR,high,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000915913&type=10-K,"10-K,Albemarle,lithium,battery materials","ALB's lithium supply underpins battery packs for robotics, EVs, drones, and satellite power systems across the frontier stack."
LHX,L3Harris Technologies,company_filing,L3Harris 10-K Annual Report (FY2025),2026-02-12,Space,Space & Airborne Systems,FY2025 revenue $21.87B. Space & Airborne Systems ~$6.9B (31.6%). Segment reorganization planned for 2026. Strong backlog growth across space programs.,N/A,SEC EDGAR,high,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000202058&type=10-K,"10-K,L3Harris,space,defense",SAS at 31.6% confirms LHX as a space-facing defense prime. Segment reorganization may provide better space-only visibility in 2026.
LIN,Linde plc,company_filing,Linde plc 10-K Annual Report (FY2025),2026-02-25,Materials,Industrial Gases,"FY2025 revenue $33.4B. Electronics segment growing on semiconductor fab demand. Specialty gases (neon, argon, krypton) for EUV lithography. Americas and APAC driving growth.",N/A,SEC EDGAR,high,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001707925&type=10-K,"10-K,Linde,industrial gases,semiconductor materials",Linde's specialty gases are essential for semiconductor fabrication. EUV lithography requires ultra-pure neon — Linde is a critical materials supplier.
RKLB,Rocket Lab USA,company_filing,Rocket Lab 10-K Annual Report (FY2025),2026-02-26,Space,"Launch, Space Systems","FY2025 revenue $436M, up 55% YoY. Space Systems segment growing faster than Launch. Neutron medium-lift vehicle development progressing despite stage 1 tank rupture in Jan 2026.",N/A,SEC EDGAR,high,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001819994&type=10-K,"10-K,Rocket Lab,launch,Neutron,space systems",RKLB's dual revenue streams (launch + space systems) position it as a vertically integrated space infrastructure provider.
ASTS,AST SpaceMobile,company_filing,AST SpaceMobile 10-K Annual Report (FY2025),2026-03-02,Space,Satellite Communications,FY2025 pre-revenue stage. BlueBird satellite constellation deployment underway. $1.5B+ in MOU commitments from mobile operators. Cash burn rate requiring additional capital raises.,N/A,SEC EDGAR,high,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001780312&type=10-K,"10-K,AST SpaceMobile,satellite,direct-to-cell",ASTS's direct-to-cell satellite technology could create a new category of space-based telecommunications infrastructure.
MRVL,Marvell Technology,company_filing,Marvell Technology 10-K Annual Report (FY2026),2026-03-11,Semiconductors,"Custom Silicon, Networking",FY2026 (ending Jan 2026) revenue $6.8B. Data center custom silicon and electro-optics driving growth. AI-related revenue exceeding $2B annually.,N/A,SEC EDGAR,high,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001058057&type=10-K,"10-K,Marvell,custom silicon,data center",MRVL's custom silicon for hyperscalers diversifies the AI compute supply chain beyond NVIDIA and AMD.
NVDA,NVIDIA Corp,company_filing,"NVIDIA Corp 10-K Annual Report (FY2026, ending Jan 2026)",2026-02-26,Semiconductors,"AI Accelerators, GPUs","FY2026 revenue $215.9B, up 114% YoY. Data Center $180B. Blackwell architecture ramping. Isaac robotics and Cosmos simulation platforms expanding. $43B Q1 FY2027 guidance.",N/A,SEC EDGAR,high,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001045810&type=10-K,"10-K,NVIDIA,AI,Blackwell,data center",NVIDIA's $215.9B revenue confirms AI compute demand is structural. Isaac/Cosmos platforms make NVIDIA the platform layer for physical AI.
MU,Micron Technology,company_filing,"Micron 10-K Annual Report (FY2025, ending Aug 2025)",2025-10-22,Semiconductors,"Memory, HBM","FY2025 revenue $23.9B, roughly tripling from FY2024. HBM demand driving record DRAM pricing. HBM3E production at volume, HBM4 in development.",N/A,SEC EDGAR,high,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000723125&type=10-K,"10-K,Micron,HBM,DRAM,memory",Micron's HBM ramp is directly tied to AI accelerator production. Memory capacity gates the scale of robotics foundation model training.
QCOM,Qualcomm,company_filing,"Qualcomm 10-K Annual Report (FY2025, ending Sep 2025)",2025-11-05,Semiconductors,"Mobile SoC, Automotive",FY2025 revenue $42.8B. QCT chip segment dominant. Automotive growing rapidly with Snapdragon Ride/Digital Chassis. IoT and XR segments emerging.,N/A,SEC EDGAR,high,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000804328&type=10-K,"10-K,Qualcomm,automotive,Snapdragon",QCOM's automotive SoC expansion links semiconductor and autonomous vehicle robotics. Snapdragon platforms power edge AI for robotics.
AVGO,Broadcom Inc,company_filing,"Broadcom 10-K Annual Report (FY2025, ending Nov 2025)",2025-12-18,Semiconductors,"Custom ASICs, Networking",FY2025 revenue $56.2B (including VMware). AI-related semiconductor revenue $12.2B. Custom ASIC business with 3 major hyperscaler customers.,N/A,SEC EDGAR,high,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001649338&type=10-K,"10-K,Broadcom,custom ASIC,AI",AVGO's custom ASIC business validates the diversification of AI compute beyond GPUs. Critical for hyperscaler robotics infrastructure.
AMAT,Applied Materials,company_filing,"Applied Materials 10-K Annual Report (FY2025, ending Oct 2025)",2025-12-13,Semiconductors,Equipment,"FY2025 revenue $27.2B. Semiconductor Systems dominant. Gate-all-around and advanced packaging equipment driving growth. ICAPS (IoT, Communications, Auto, Power, Sensors) segment expanding.",N/A,SEC EDGAR,high,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000006951&type=10-K,"10-K,Applied Materials,equipment,GAA",AMAT equipment is essential for advanced node manufacturing. GAA transistor tools directly enable next-gen AI chips for robotics.
ROK,Rockwell Automation,company_filing,"Rockwell Automation 10-K Annual Report (FY2025, ending Sep 2025)",2025-11-19,Robotics,Industrial Automation,FY2025 revenue $8.2B. Software and lifecycle services growing. Intelligent Devices segment facing cyclical headwinds. Autonomous production initiative expanding.,N/A,SEC EDGAR,high,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001024478&type=10-K,"10-K,Rockwell,industrial automation",ROK's industrial automation platform connects semiconductor fab equipment with robotic manufacturing systems.
EMR,Emerson Electric,company_filing,"Emerson Electric 10-K Annual Report (FY2025, ending Sep 2025)",2025-11-18,Robotics,Industrial Automation,"FY2025 revenue $17.5B post-divestitures. AspenTech integration progressing. Measurement and analytical, control systems, and discrete automation segments.",N/A,SEC EDGAR,medium,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000032604&type=10-K,"10-K,Emerson,automation,process control",EMR's process automation supports semiconductor manufacturing and industrial robotics deployment environments.
APD,Air Products,company_filing,"Air Products 10-K Annual Report (FY2025, ending Sep 2025)",2025-11-21,Materials,Industrial Gases,FY2025 revenue $12.1B. Electronics specialty gases growing with new fab construction. Hydrogen and clean energy investments accelerating.,N/A,SEC EDGAR,high,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0000002969&type=10-K,"10-K,Air Products,industrial gases,hydrogen",APD's electronics gases supply semiconductor fabs directly. Clean hydrogen investments also serve space launch propulsion.
